"table_schema";"table_name";"column_name";"data_type";"character_maximum_length";"is_nullable";"column_default";"column_description"
"admin";"sign_process_tab";"sign_file";"text";null;"YES";"null";"null"
"admin";"sign_process_tab";"ext_id";"integer";null;"YES";"null";"null"
"admin";"sign_process_tab";"back_url";"text";null;"YES";"null";"null"
"admin";"sign_process_tab";"rowversion";"timestamp without time zone";null;"NO";"null";"null"
"admin";"sign_process_tab";"signversion";"timestamp without time zone";null;"YES";"null";"null"
"admin";"sign_process_tab";"dn_name";"character varying";1 000;"YES";"null";"null"
"admin";"sign_process_tab";"is_did";"boolean";null;"NO";"null";"null"
"admin";"sign_process_tab";"exp_version";"timestamp without time zone";null;"YES";"null";"null"
"admin";"sign_process_tab";"return_url";"text";null;"YES";"null";"null"
"admin";"to_delete__user_right_item_tab";"user_right_item_id";"integer";null;"NO";"nextval('admin.user_right_item_tab_user_right_item_id_seq'::regclass)";"null"
"admin";"to_delete__user_right_item_tab";"user_right_id";"integer";null;"NO";"null";"null"
"admin";"to_delete__user_right_item_tab";"employee_id";"integer";null;"NO";"null";"null"
"admin";"to_delete__user_right_item_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"admin";"to_delete__user_right_tab";"user_right_id";"integer";null;"NO";"nextval('admin.user_right_tab_user_right_id_seq'::regclass)";"точечные права пользователей на определенный функционал"
"admin";"to_delete__user_right_tab";"user_right_name";"character varying";250;"NO";"null";"Функционал"
"admin";"to_delete__user_right_tab";"user_right_code";"character varying";50;"NO";"null";"null"
"admin";"to_delete__user_right_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"admin";"token_tab";"token_id";"bigint";null;"NO";"nextval('admin.token_tab_token_id_seq'::regclass)";"null"
"admin";"token_tab";"access_token";"character varying";50;"YES";"null";"null"
"admin";"token_tab";"access_token_exp";"bigint";null;"YES";"null";"null"
"admin";"token_tab";"refresh_token";"character varying";50;"YES";"null";"null"
"admin";"token_tab";"refresh_token_exp";"bigint";null;"YES";"null";"null"
"admin";"token_tab";"device_id";"character varying";50;"YES";"null";"null"
"admin";"token_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"admin";"token_tab";"employee_id";"integer";null;"YES";"null";"null"
"admin";"token_tab";"token_guid";"character varying";50;"YES";"null";"null"
"admin";"user_document_tab";"user_document_id";"integer";null;"NO";"nextval('admin.user_document_tab_user_document_id_seq'::regclass)";"Документы пользователя при регистрации"
"admin";"user_document_tab";"user_id";"integer";null;"NO";"null";"null"
"admin";"user_document_tab";"document_type";"integer";null;"NO";"1";"Тип документа
1 - Удостоверение личности
2 - Устав
3 - Свидетельство о регистрации
4 - Доверенность"
"admin";"user_document_tab";"document_name";"character varying";250;"YES";"null";"null"
"admin";"user_document_tab";"document_url";"character varying";250;"YES";"null";"null"
"admin";"user_document_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"admin";"user_tab";"id";"integer";null;"NO";"nextval('admin.user_tab_id_seq'::regclass)";"null"
"admin";"user_tab";"last_login";"timestamp with time zone";null;"YES";"null";"null"
"admin";"user_tab";"is_superuser";"boolean";null;"NO";"null";"null"
"admin";"user_tab";"login";"character varying";40;"NO";"null";"null"
"admin";"user_tab";"password";"character varying";100;"NO";"null";"null"
"admin";"user_tab";"fio";"character varying";100;"YES";"null";"null"
"admin";"user_tab";"process_id";"character varying";100;"YES";"null";"null"
"admin";"user_tab";"employee_id";"integer";null;"YES";"null";"null"
"admin";"user_tab";"position_id";"integer";null;"YES";"null";"Должность"
"admin";"user_tab";"is_internal";"boolean";null;"YES";"true";"1 - внутренний сотрудник
0 - внешний"
"admin";"user_tab";"juridic_type";"integer";null;"YES";"null";"1 - ТОО
2 - ИП"
"admin";"user_tab";"phone_number";"character varying";50;"YES";"null";"Номер телефона"
"admin";"user_tab";"smart_filial_id";"integer";null;"YES";"null";"Если это внутренний сотрдуник, то какой подкомпании"
"admin";"user_tab";"city_id";"integer";null;"YES";"null";"null"
"admin";"user_tab";"partner_id";"integer";null;"YES";"null";"Если внешний сотрудник (подрядик, поставщик), то его вид"
"admin";"user_tab";"company_name";"character varying";100;"YES";"null";"Наименование организации"
"admin";"user_tab";"bin";"character varying";15;"YES";"null";"БИН если это организация"
"admin";"user_tab";"juridic_address";"character varying";500;"YES";"null";"Юр. адрес"
"admin";"user_tab";"email";"character varying";40;"YES";"null";"null"
"admin";"user_tab";"bank_name";"character varying";250;"YES";"null";"null"
"admin";"user_tab";"bank_account_num";"character varying";40;"YES";"null";"Номер банковского счета"
"admin";"user_tab";"bik";"character varying";15;"YES";"null";"БИК банка"
"admin";"user_tab";"buh_fio";"character varying";100;"YES";"null";"ФИО бухгалтера"
"admin";"user_tab";"buh_phone";"character varying";30;"YES";"null";"Телефон бухгалтера"
"admin";"user_tab";"is_staff";"boolean";null;"YES";"null";"null"
"admin";"user_tab_groups";"id";"integer";null;"NO";"nextval('admin.user_tab_groups_id_seq'::regclass)";"null"
"admin";"user_tab_groups";"mainuser_id";"integer";null;"NO";"null";"null"
"admin";"user_tab_groups";"group_id";"integer";null;"NO";"null";"null"
"admin";"user_tab_user_permissions";"id";"integer";null;"NO";"nextval('admin.user_tab_user_permissions_id_seq'::regclass)";"null"
"admin";"user_tab_user_permissions";"mainuser_id";"integer";null;"NO";"null";"null"
"admin";"user_tab_user_permissions";"permission_id";"integer";null;"NO";"null";"null"
"backend";"client_request_report_tab";"client_request_report_id";"integer";null;"NO";"nextval('backend.client_request_report_tab_client_request_report_id_seq'::regclass)";"null"
"backend";"client_request_report_tab";"report_name";"character varying";500;"YES";"null";"null"
"backend";"client_request_report_tab";"report_url";"character varying";500;"YES";"null";"null"
"backend";"client_request_report_tab";"rowversion";"timestamp without time zone";null;"YES";"now()";"null"
"backend";"client_request_report_tab";"is_admin_only";"boolean";null;"NO";"false";"null"
"backend";"contractor_agreement_list_document_tab";"contractor_agreement_list_document_id";"integer";null;"NO";"nextval('backend.contractor_agreement_list_doc_contractor_agreement_list_doc_seq'::regclass)";"null"
"backend";"contractor_agreement_list_document_tab";"contractor_agreement_list_type_id";"integer";null;"NO";"null";"null"
"backend";"contractor_agreement_list_document_tab";"url";"text";null;"YES";"null";"null"
"backend";"contractor_agreement_list_document_tab";"is_action";"boolean";null;"NO";"false";"null"
"backend";"contractor_agreement_list_document_tab";"keys";"ARRAY";null;"YES";"null";"null"
"backend";"contractor_agreement_list_document_tab";"designation";"character varying";255;"YES";"null";"null"
"backend";"contractor_agreement_list_document_tab";"action_name";"character varying";255;"YES";"null";"null"
"backend";"contractor_agreement_list_document_tab";"is_modal";"boolean";null;"NO";"false";"null"
"backend";"contractor_agreement_list_document_tab";"is_for_sign_file";"boolean";null;"NO";"false";"null"
"backend";"contractor_agreement_list_document_tab";"order_num";"integer";null;"YES";"null";"null"
"backend";"contractor_agreement_list_document_tab";"is_basic_auth";"boolean";null;"NO";"false";"null"
"backend";"contractor_agreement_list_document_tab";"body";"text";null;"YES";"null";"null"
"backend";"contractor_agreement_list_document_tab";"is_active";"boolean";null;"NO";"true";"null"
"backend";"error_handle_tab";"error_handle_id";"bigint";null;"NO";"nextval('backend.error_handle_tab_error_handle_id_seq'::regclass)";"null"
"backend";"error_handle_tab";"method";"text";null;"YES";"null";"null"
"backend";"error_handle_tab";"error";"text";null;"YES";"null";"null"
"backend";"error_handle_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"backend";"error_handle_tab";"stack";"text";null;"YES";"null";"null"
"backend";"error_handle_tab";"employee_id";"integer";null;"YES";"null";"null"
"backend";"error_handle_tab";"is_handle";"boolean";null;"NO";"false";"null"
"backend";"finance_payment_document_tab";"finance_payment_document_id";"integer";null;"NO";"nextval('backend.finance_payment_document_tab_finance_payment_document_id_seq'::regclass)";"null"
"backend";"finance_payment_document_tab";"employee_id";"integer";null;"YES";"null";"null"
"backend";"finance_payment_document_tab";"finance_payment_document_url";"text";null;"NO";"null";"null"
"backend";"finance_payment_document_tab";"finance_payment_document_extension";"character varying";50;"YES";"null";"null"
"backend";"finance_payment_document_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"backend";"finance_payment_document_tab";"finance_payment_id";"integer";null;"YES";"null";"null"
"backend";"finance_payment_document_tab";"finance_payment_document_name";"text";null;"YES";"null";"null"
"backend";"refund_payment_item_tab";"refund_payment_item_id";"integer";null;"NO";"nextval('backend.refund_payment_item_tab_refund_payment_item_id_seq'::regclass)";"null"
"backend";"refund_payment_item_tab";"refund_payment_id";"integer";null;"NO";"null";"null"
"backend";"refund_payment_item_tab";"remont_costs_id";"integer";null;"YES";"null";"null"
"backend";"refund_payment_item_tab";"comments";"character varying";null;"YES";"null";"null"
"backend";"refund_payment_item_tab";"contractor_agreement_list_id";"integer";null;"YES";"null";"null"
"backend";"refund_payment_item_tab";"script_comment";"character varying";null;"YES";"null";"null"
"backend";"refund_payment_item_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"backend";"refund_payment_status_tab";"refund_payment_status_id";"integer";null;"NO";"nextval('backend.refund_payment_status_tab_refund_payment_status_id_seq'::regclass)";"null"
"backend";"refund_payment_status_tab";"refund_payment_status_code";"character varying";50;"NO";"null";"null"
"backend";"refund_payment_status_tab";"refund_payment_status_name";"character varying";100;"NO";"null";"null"
"backend";"refund_payment_status_tab";"refund_payment_status_verb_name";"character varying";100;"YES";"null";"null"
"backend";"refund_payment_tab";"refund_payment_id";"integer";null;"NO";"nextval('backend.refund_payment_tab_refund_payment_id_seq'::regclass)";"null"
"backend";"refund_payment_tab";"contragent";"character varying";500;"YES";"null";"null"
"backend";"refund_payment_tab";"account_num";"character varying";50;"YES";"null";"null"
"backend";"refund_payment_tab";"bin";"character varying";20;"YES";"null";"null"
"backend";"refund_payment_tab";"kbe";"character varying";20;"YES";"null";"null"
"backend";"refund_payment_tab";"bank_name";"character varying";100;"YES";"null";"null"
"backend";"refund_payment_tab";"bik";"character varying";50;"YES";"null";"null"
"backend";"refund_payment_tab";"payment_amount";"double precision";null;"NO";"null";"null"
"backend";"refund_payment_tab";"payment_purpose";"text";null;"YES";"null";"null"
"backend";"refund_payment_tab";"knp";"character varying";20;"YES";"null";"null"
"backend";"refund_payment_tab";"guid";"character varying";200;"YES";"null";"null"
"backend";"refund_payment_tab";"contractor_id";"integer";null;"YES";"null";"null"
"backend";"refund_payment_tab";"provider_id";"integer";null;"YES";"null";"null"
"backend";"refund_payment_tab";"refund_payment_type_id";"integer";null;"NO";"null";"null"
"backend";"refund_payment_tab";"refund_payment_status_id";"integer";null;"NO";"null";"null"
"backend";"refund_payment_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"backend";"refund_payment_tab";"techproject_developer_id";"integer";null;"YES";"null";"null"
"backend";"refund_payment_tab";"initiator_company_bin";"character varying";50;"YES";"'180540034502'::bigint";"null"
